StockCode,Description,Avg_Price,Min_Price,Max_Price,Total_Quantity,Total_Revenue,Transaction_Count,Competitor_A_Price,Competitor_B_Price,Competitor_C_Price,Market_Avg_Price,Price_vs_Market_Pct,Pricing_Flag
90134,OLD ROSE COMBO BEAD NECKLACE,2.9663461538461537,2.95,3.03,73,216.38,52,2.8,3.07,3.35,3.07,-3.4, Competitive — Monitor
35793,S/3 PUPPIES CHRISTMAS DECORATIONS,3.554705882352941,0.0,6.04,58,216.33,16,3.34,3.27,4.14,3.58,-0.7, Competitive — Monitor
15056p,EDWARDIAN PARASOL PINK,12.72,12.72,12.72,17,216.24,15,11.35,12.76,14.62,12.91,-1.5, Competitive — Monitor
84247C,PACK/12 BLUE REINDEER CARD,2.609615384615385,0.0,2.95,94,215.35000000000002,25,2.42,2.42,2.9,2.58,1.1, Competitive — Monitor
90129B,TURQUOISE GLASS TASSLE BAG CHARM ,2.074090909090909,1.66,2.95,93,215.21,44,1.86,2.1,2.46,2.14,-3.1, Competitive — Monitor
21543,BUTTERFLY WATER TRANSFER TATTOOS ,1.103846153846154,0.0,1.7,133,215.0,26,0.99,1.18,1.19,1.12,-1.4, Competitive — Monitor
21420,OYSTER TRINKET BOX,3.2115384615384617,2.75,3.25,68,215.0,12,2.8,3.45,3.85,3.37,-4.7, Competitive — Monitor
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",7.97,7.95,8.07,27,214.89000000000001,12,7.25,8.02,8.51,7.93,0.5, Competitive — Monitor
48179,DOOR MAT SWEET HOME,8.924999999999999,0.0,13.87,18,214.47,12,7.75,8.87,9.39,8.67,2.9, Competitive — Monitor
20663,QUEEN OF THE SKIES HOLIDAY PURSE ,2.3344827586206898,0.0,2.95,530,214.32,29,2.06,2.5,2.76,2.44,-4.3, Competitive — Monitor
21520,BOOZE & WOMEN GREETING CARD ,0.5509090909090909,0.36,0.86,491,214.26,55,0.52,0.57,0.6,0.56,-1.6, Competitive — Monitor
85032B,BLOSSOM IMAGES GIFT WRAP SET,2.5789473684210527,0.65,4.21,196,213.35000000000002,19,2.25,2.4,2.99,2.55,1.1, Competitive — Monitor
90173,PAIR BUTTERFLY HAIR CLIPS,3.714146341463415,0.0,3.9,47,212.79,40,3.18,3.69,4.35,3.74,-0.7, Competitive — Monitor
84313A,PINK TV TRAY TABLE ,5.947,0.0,16.98,20,212.42,20,5.1,5.7,7.01,5.94,0.1, Competitive — Monitor
46000R,POLYESTER FILLER PAD 45x30cm,1.2999999999999998,0.0,1.45,78,211.7,29,1.23,1.29,1.56,1.36,-4.4, Competitive — Monitor
37492A,YELLOW RED FLOWER PIGGY BANK,3.974615384615385,0.0,9.52,69,211.42,13,3.58,3.95,4.35,3.96,0.4, Competitive — Monitor
51012C,"FEATHER DUSTER, COAL BLACK",1.171875,0.0,1.25,179,210.0,31,1.04,1.19,1.36,1.2,-2.3, Competitive — Monitor
20869,GOLD FABRIC MIRROR,1.226,0.38,2.51,350,209.61,24,1.14,1.2,1.31,1.22,0.5, Competitive — Monitor
16201A,PASTEL PINK PHOTO ALBUM,3.2654545454545456,0.0,13.57,81,209.47,11,3.05,3.09,3.63,3.26,0.2, Competitive — Monitor
22395,PAPERWEIGHT VINTAGE PAISLEY,3.0217391304347827,0.85,5.06,85,208.89999999999998,23,2.67,3.02,3.56,3.08,-1.9, Competitive — Monitor
90013C,GREEN VINTAGE EARRINGS ,4.114545454545454,3.75,4.33,52,208.68,33,3.78,4.33,4.55,4.22,-2.5, Competitive — Monitor
72130,COLUMBIAN CANDLE ROUND,0.6313888888888889,0.19,1.66,595,208.34,34,0.59,0.65,0.72,0.65,-2.9, Competitive — Monitor
21015,DARK BIRD HOUSE TREE DECORATION,1.1258823529411766,0.42,2.57,237,207.78,50,1.03,1.1,1.27,1.13,-0.4, Competitive — Monitor
37485,ENGLISH ROSE TEA SET IN GIFT BOX,4.086666666666667,0.0,4.65,126,207.69,17,3.54,4.37,4.69,4.2,-2.7, Competitive — Monitor
21403,BLUE EGG  SPOON,0.5205660377358491,0.42,0.85,469,206.84,53,0.49,0.55,0.62,0.55,-5.4, Competitive — Monitor
84870C,GREEN GEISHA GIRL ,4.001875,3.75,7.78,53,206.81,16,3.62,3.82,4.24,3.89,2.9, Competitive — Monitor
84690,S/2 BEACH HUT STOOLS,7.066666666666666,0.0,7.95,17,206.70000000000002,17,6.21,6.55,8.03,6.93,2.0, Competitive — Monitor
37467,PIG MUG IN TWO COLOUR DESIGNS,2.9942,0.0,4.3,-61,206.66,50,2.67,3.11,3.53,3.1,-3.4, Competitive — Monitor
20980,36 PENCILS TUBE POSY,1.5341463414634147,0.0,2.57,145,206.65,40,1.31,1.61,1.72,1.55,-1.0, Competitive — Monitor
82011B,BATHROOM SCALES RUBBER DUCKS,4.505172413793104,0.0,7.78,118,205.70000000000002,29,3.89,4.84,4.78,4.5,0.1, Competitive — Monitor
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,0.43979166666666664,0.19,0.84,608,205.35999999999999,45,0.41,0.47,0.5,0.46,-4.4, Competitive — Monitor
46118,FUNKY MONKEY CUSHION COVER,3.584285714285714,0.85,8.65,142,204.88,27,3.05,3.64,3.94,3.54,1.3, Competitive — Monitor
84597B,RETRO BROWN BALL ASHTRAY ,1.60625,0.0,2.57,172,204.37,24,1.43,1.61,1.72,1.59,1.0, Competitive — Monitor
90035A,"PEARL & SHELL 42""NECKL. GREEN",10.725384615384616,10.62,10.85,19,203.93,13,9.68,9.92,12.63,10.74,-0.1, Competitive — Monitor
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,2.986176470588235,2.1,5.17,74,203.89999999999998,31,2.55,2.87,3.37,2.93,1.9, Competitive — Monitor
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,3.405333333333333,0.85,7.62,75,203.18,15,3.23,3.38,4.05,3.55,-4.1, Competitive — Monitor
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,6.233636363636364,5.95,6.5,33,203.01,22,5.44,6.36,7.3,6.37,-2.1, Competitive — Monitor
TEST001,This is a test product.,3.9,0.0,4.5,55,202.5,15,3.43,3.94,4.5,3.96,-1.5, Competitive — Monitor
37506,NEW ENGLAND MILK JUG W GIFT BOX,5.7375,0.0,5.95,33,202.3,27,5.05,5.96,6.03,5.68,1.0, Competitive — Monitor
48103,DOOR MAT KISS MY.......,6.41,0.0,7.49,37,201.73,11,5.6,6.18,7.14,6.31,1.6, Competitive — Monitor
84429A,MEDIUM PINK BUDDHA HEAD ,4.178636363636364,2.95,6.04,57,201.10000000000002,22,3.55,4.22,4.51,4.09,2.2, Competitive — Monitor
20672,PINK TEATIME PRINT BOWL,1.6153846153846154,0.0,2.57,61,201.0,39,1.49,1.51,1.92,1.64,-1.5, Competitive — Monitor
21194,PINK  HONEYCOMB PAPER FAN,2.755,1.69,4.3,82,199.73000000000002,30,2.61,2.72,2.96,2.76,-0.2, Competitive — Monitor
16156L,"WRAP, CAROUSEL",0.42,0.42,0.42,475,199.5,18,0.37,0.44,0.46,0.42,0.0, Competitive — Monitor
90122B,JADE CRYSTAL+GLASS BRACELET,5.003,4.95,5.2,40,199.06,20,4.58,5.16,5.64,5.13,-2.5, Competitive — Monitor
84870B,BLUE GEISHA GIRL ,3.973888888888889,3.75,7.78,52,199.03,18,3.67,4.29,4.33,4.1,-3.1, Competitive — Monitor
84797a,PINK HAWAIIAN PICNIC HAMPER FOR 4,11.048235294117646,11.02,11.26,18,198.84,17,10.33,10.66,11.95,10.98,0.6, Competitive — Monitor
22825,DECORATIVE PLANT POT WITH FRIEZE,7.95,7.95,7.95,25,198.75,15,7.09,7.95,9.06,8.03,-1.0, Competitive — Monitor
47504F,ENGLISH ROSE TORCH,1.56625,0.0,3.36,-2388,198.11,15,1.38,1.52,1.67,1.52,3.0, Competitive — Monitor
35921,EASTER BUNNY HANGING GARLAND,2.661111111111111,1.25,5.06,115,197.09,26,2.35,2.64,2.82,2.6,2.4, Competitive — Monitor
90040B,MURANO STYLE GLASS BRACELET BLACK,3.5207142857142855,0.0,3.9,47,196.89,28,3.24,3.72,3.89,3.62,-2.7, Competitive — Monitor
84855,BLOKEY SILVER TOOL SET,4.7,0.0,8.65,-50,196.70000000000002,19,4.38,4.84,5.44,4.89,-3.9, Competitive — Monitor
71270,PHOTO CLIP LINE,1.5757142857142856,1.25,2.57,139,196.67,34,1.37,1.67,1.79,1.61,-2.1, Competitive — Monitor
90090,PINK CRYSTAL HEART PHONE CHARM,0.9644827586206897,0.0,1.7,265,196.26999999999998,25,0.86,0.92,1.07,0.95,1.5, Competitive — Monitor
90014B,GOLD M PEARL  ORBIT NECKLACE,10.277999999999999,9.95,10.85,19,195.54,14,9.66,10.89,11.66,10.74,-4.3, Competitive — Monitor
47574B,ENGLISH ROSE SCENTED HANGING HEART,4.25,4.25,4.25,46,195.5,25,3.96,3.95,4.7,4.2,1.2, Competitive — Monitor
84985B,SET OF 72 BLACK PAPER DOILIES ,1.7052,0.0,3.04,101,194.95999999999998,25,1.62,1.81,2.03,1.82,-6.3, Competitive — Monitor
16202A,PASTEL PINK PHOTO ALBUM ,4.28375,0.0,12.13,233,194.70000000000002,23,3.96,4.17,4.53,4.22,1.5, Competitive — Monitor
47422,ASSORTED MONKEY SUCTION CUP HOOK,0.41172413793103446,0.36,0.42,517,194.1,24,0.37,0.4,0.47,0.41,0.4, Competitive — Monitor
20795,LARGE BLUE PROVENCAL CERAMIC BALL,3.0873684210526315,1.69,4.3,85,193.55,19,2.81,3.09,3.65,3.18,-2.9, Competitive — Monitor
90005A,JADE GREEN ENAMEL HAIR COMB,2.0522,0.0,2.16,-70,193.07,50,1.88,2.2,2.4,2.16,-5.0, Competitive — Monitor
21582,KINGS CHOICE SMALL TUBE MATCHES,1.5583333333333331,0.0,1.65,79,193.04999999999998,17,1.34,1.45,1.68,1.49,4.6, Competitive — Monitor
84510C,SET OF 4 POLKADOTS COASTERS,1.5635416666666666,1.06,2.57,143,192.77,48,1.41,1.53,1.71,1.55,0.9, Competitive — Monitor
90129E,PURPLE GLASS TASSLE BAG CHARM,1.9661702127659573,1.66,2.95,91,192.74,46,1.81,2.08,2.28,2.06,-4.6, Competitive — Monitor
20814,SILVER FINCH DECORATION,1.13625,0.0,1.25,161,192.64000000000001,15,0.98,1.12,1.21,1.1,3.3, Competitive — Monitor
20821,GOLDIE LOOKING MIRROR,7.831818181818182,0.0,10.39,-169,192.37,22,7.27,7.45,9.18,7.97,-1.7, Competitive — Monitor
84893,ANT WHITE IRON BASKET,5.541176470588235,0.0,5.95,17,192.3,16,5.03,5.47,6.42,5.64,-1.8, Competitive — Monitor
84255B,ORANGE COCKTAIL GLASS LAMP,3.9495238095238094,0.0,13.0,30,192.26000000000002,20,3.73,3.88,4.58,4.06,-2.7, Competitive — Monitor
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,6.4673333333333325,6.35,6.79,30,192.26,15,5.52,6.9,6.89,6.44,0.4, Competitive — Monitor
90186A,AMETHYST HOOP EARRING FLORAL LEAF,2.961481481481482,2.95,3.03,65,192.22000000000003,25,2.6,3.09,3.43,3.04,-2.6, Competitive — Monitor
84899F,YELLOW PURPLE DAISY FELT PURSE KIT,1.8646296296296296,0.0,2.57,72,192.17,54,1.7,1.87,2.15,1.91,-2.4, Competitive — Monitor
35920,FOUR RABBIT EASTER DECORATIONS,1.0150000000000001,0.0,1.25,988,191.5,10,0.89,1.09,1.19,1.06,-4.2, Competitive — Monitor
90196B,BLACK GEMSTONE NECKLACE 45CM,12.75,12.75,12.75,15,191.25,10,11.75,12.68,13.47,12.63,1.0, Competitive — Monitor
90196A,PURPLE GEMSTONE NECKLACE 45CM,11.475,0.0,12.75,2,191.25,10,10.62,10.66,12.09,11.12,3.2, Competitive — Monitor
84906,PINK B'FLY C/COVER W BOBBLES,5.409090909090909,0.0,5.95,26,190.4,11,4.65,5.2,5.98,5.28,2.4, Competitive — Monitor
90163A,PINK ROSEBUD & PEARL NECKLACE,7.646,7.5,7.81,25,190.39,15,6.89,7.57,8.2,7.55,1.3, Competitive — Monitor
90201B,BLACK ENAMEL FLOWER RING,2.9717647058823533,2.95,3.03,64,189.63000000000002,34,2.68,2.81,3.37,2.95,0.7, Competitive — Monitor
84576,BLUE CAT BISCUIT BARREL PINK HEART,7.064666666666667,4.65,12.13,30,188.72,15,6.27,7.57,8.39,7.41,-4.7, Competitive — Monitor
72807b,SET/3 OCEAN SCENT CANDLE JEWEL BOX,8.542,8.47,8.65,22,187.78000000000003,15,8.06,8.91,9.47,8.81,-3.0, Competitive — Monitor
22976,CIRCUS PARADE CHILDRENS EGG CUP ,1.53,1.25,2.51,144,187.56,18,1.43,1.47,1.8,1.57,-2.5, Competitive — Monitor
21028,NINJA RABBIT BLACK,1.7537142857142856,1.06,2.57,137,187.17,35,1.61,1.78,1.84,1.74,0.8, Competitive — Monitor
21003,ROSE DU SUD CUSHION COVER,6.032222222222222,5.91,6.35,31,187.17,18,5.56,6.25,6.49,6.1,-1.1, Competitive — Monitor
78033,FLAG OF ST GEORGE CHAIR,3.6833333333333336,0.0,5.95,108,185.3,12,3.3,3.94,3.88,3.71,-0.7, Competitive — Monitor
35838A,S/6 MULTICOLOUR ORNAMENETAL CANDLE,1.058695652173913,0.0,6.95,258,185.25,22,1.0,1.12,1.16,1.09,-2.9, Competitive — Monitor
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,0.4128,0.36,0.42,482,185.16,21,0.38,0.41,0.49,0.43,-4.0, Competitive — Monitor
20968,GREEN FLORAL FELTCRAFT SHOULDER BAG,4.317727272727272,0.0,7.78,-72,185.11,21,3.98,4.51,4.6,4.36,-1.0, Competitive — Monitor
85088,CANDY SPOT HAND BAG,2.250714285714286,2.1,4.21,86,184.82000000000002,28,2.11,2.27,2.57,2.32,-3.0, Competitive — Monitor
84926C,FAIRY CAKES TILE COASTER,1.5841666666666667,0.0,2.57,89,184.6,35,1.39,1.6,1.77,1.59,-0.4, Competitive — Monitor
84422,PINK/BLUE DISC/MIRROR STRING,1.0688,0.65,1.66,216,184.59,25,0.99,1.0,1.27,1.09,-1.9, Competitive — Monitor
84029D,LEOPARD PRINT HOT WATER BOTTLE,3.5194444444444444,0.0,7.78,105,183.98000000000002,18,3.06,3.31,3.76,3.38,4.1, Competitive — Monitor
20957,PORCELAIN HANGING BELL SMALL,1.4770588235294118,0.0,3.36,170,183.16,17,1.31,1.48,1.6,1.46,1.2, Competitive — Monitor
90206C,CRYSTAL DIAMANTE STAR BROOCH,5.105925925925926,4.95,5.2,36,182.97,27,4.51,4.92,5.38,4.94,3.4, Competitive — Monitor
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,1.625,0.65,1.69,123,182.91,16,1.54,1.5,1.81,1.62,0.3, Competitive — Monitor
85230G,ORANGE VOTIVE CANDLE,0.2691304347826087,0.21,0.29,696,182.64,23,0.25,0.28,0.29,0.27,-0.3, Competitive — Monitor
21025,SPACE FROG,1.4693103448275862,1.25,2.57,140,182.62,28,1.35,1.36,1.73,1.48,-0.7, Competitive — Monitor
90210B,CLEAR ACRYLIC FACETED BANGLE,2.937619047619048,2.55,3.03,65,182.29000000000002,20,2.71,2.98,3.35,3.01,-2.4, Competitive — Monitor
21018,BIRD BOX CHRISTMAS TREE DECORATION,0.8684090909090909,0.0,2.51,388,181.85999999999999,41,0.79,0.87,0.99,0.88,-1.3, Competitive — Monitor
84464,S/60 PINK FLUFFY CHICKS IN BOX,2.3076923076923075,0.0,2.55,86,181.64999999999998,12,2.18,2.48,2.61,2.42,-4.6, Competitive — Monitor
84725,FREESTYLE CANVAS ART PICTURE,3.6,1.65,4.25,94,181.09999999999997,12,3.24,3.59,3.83,3.55,1.4, Competitive — Monitor
22330,72 ROUND PINK DOILIES,1.7035999999999998,0.0,3.04,239,180.5,25,1.51,1.58,1.9,1.66,2.6, Competitive — Monitor
90201A,PURPLE ENAMEL FLOWER RING,2.9646153846153847,2.95,3.03,61,180.33,26,2.57,2.99,3.56,3.04,-2.5, Competitive — Monitor
21881,CUTE CATS TAPE,1.1209756097560977,0.65,1.7,243,180.29000000000002,41,1.04,1.18,1.32,1.18,-5.0, Competitive — Monitor
46000U,POLYESTER FILLER PAD 30CMx30CM,1.1160714285714286,0.0,1.25,109,180.0,28,1.03,1.2,1.32,1.18,-5.4, Competitive — Monitor
79190A,RETRO PLASTIC 70'S TRAY,0.5463934426229508,0.42,0.85,393,179.9,61,0.49,0.54,0.64,0.56,-2.4, Competitive — Monitor
47347B,BLUE FLOWER T-LIGHT HOLDER,1.5033333333333332,0.0,2.57,118,179.88,12,1.28,1.46,1.6,1.45,3.7, Competitive — Monitor
17011A,ORIGAMI VANILLA INCENSE+FLOWER ,2.7708333333333335,0.3,4.3,261,179.56,12,2.59,2.95,3.0,2.85,-2.8, Competitive — Monitor
90178B,PURPLE CHUNKY GLASS+BEAD NECKLACE,11.971,11.95,12.16,15,179.45999999999998,10,10.19,11.38,12.58,11.38,5.2, Competitive — Monitor
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,1.5121052631578948,0.0,1.69,83,179.14000000000001,19,1.39,1.54,1.66,1.53,-1.2, Competitive — Monitor
90191,SILVER LARIAT 40CM,12.775454545454545,12.75,13.03,14,178.78,11,12.1,12.58,13.62,12.77,0.0, Competitive — Monitor
90211B,JET BLACK LAS VEGAS NECKLACE 45CM,5.960909090909092,5.94,6.07,30,178.73000000000002,22,5.33,5.52,6.68,5.84,2.1, Competitive — Monitor
90081A,LILY BROOCH AMETHYST COLOUR,4.7026315789473685,0.0,5.2,28,178.45000000000002,18,4.11,4.59,5.42,4.71,-0.2, Competitive — Monitor
90199B,5 STRAND GLASS NECKLACE AMETHYST,6.1196,0.0,6.5,22,178.39,25,5.63,5.89,7.23,6.25,-2.1, Competitive — Monitor
21460,GREEN EASTER EGG HUNT START POST,2.4522222222222223,1.95,4.21,77,177.26999999999998,18,2.28,2.53,2.85,2.55,-3.8, Competitive — Monitor
35911A,MULTICOLOUR RABBIT EGG WARMER,2.8567857142857145,2.1,4.3,70,176.72,26,2.58,3.06,3.4,3.01,-5.1, Competitive — Monitor
82607C,GLASS BONBON JAR. SUPERFINES,1.858409090909091,0.0,2.57,48,175.60999999999999,44,1.76,1.79,1.97,1.84,1.0, Competitive — Monitor
90056,CHUNKY CRACKED GLAZE NECKLACE IVORY,11.066363636363636,10.75,11.29,16,175.48000000000002,11,9.46,11.62,11.64,10.91,1.4, Competitive — Monitor
84564,6 SEGMENT COLOURED SNACK BOWL ,7.383076923076923,0.0,16.48,13,175.48000000000002,13,6.65,6.86,8.48,7.33,0.7, Competitive — Monitor
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",8.003,7.95,8.24,22,175.43,10,7.38,8.05,8.75,8.06,-0.7, Competitive — Monitor
82011A,"BATHROOM SCALES, TROPICAL BEACH",4.651304347826087,3.75,7.62,40,175.33,23,4.35,4.33,5.06,4.58,1.6, Competitive — Monitor
79190D,RETRO PLASTIC DAISY TRAY,0.5227941176470587,0.42,0.85,387,174.22,68,0.45,0.56,0.57,0.53,-1.4, Competitive — Monitor
85129B,BEADED CRYSTAL HEART GREEN SMALL,1.454,0.0,2.51,115,174.03,30,1.35,1.52,1.59,1.49,-2.4, Competitive — Monitor
72812,LARGE ZINC/GLASS CANDLEHOLDER,2.9485,2.1,4.3,71,172.4,20,2.67,3.02,3.32,3.0,-1.7, Competitive — Monitor
90158,ST TROPEZ NECKLACE,5.081333333333333,4.95,5.2,34,172.38,30,4.52,5.34,5.67,5.18,-1.9, Competitive — Monitor
84800S,SMALL WHITE/PINK ROSE ART FLOWER,1.001,0.42,1.25,281,171.97,10,0.86,1.02,1.13,1.0,0.1, Competitive — Monitor
84247K,"FOLK ART GREETING CARD,pack/12",3.407,2.95,6.04,54,171.53000000000003,20,3.19,3.66,3.92,3.59,-5.1, Competitive — Monitor
16218,CARTOON  PENCIL SHARPENERS,0.9075675675675675,0.16,2.17,811,171.21,37,0.79,0.94,1.01,0.91,-0.3, Competitive — Monitor
85185C,COW  SOCK PUPPET,2.7596774193548392,0.0,2.95,69,171.10000000000002,29,2.43,2.95,3.0,2.79,-1.1, Competitive — Monitor
84711B,PINK OVAL SHAPE TRINKET BOX,8.979411764705883,8.47,9.95,19,171.07,17,7.89,9.0,9.65,8.85,1.5, Competitive — Monitor
84706B,FAIRY CAKES TABLE CLOCK,9.014999999999999,0.0,18.68,-1,170.82999999999998,12,8.45,8.46,9.94,8.95,0.7, Competitive — Monitor
90122A,PINK CRYSTAL+GLASS BRACELET,5.012352941176471,4.95,5.2,34,169.36,17,4.6,5.03,5.82,5.15,-2.7, Competitive — Monitor
90032,IVORY SHELL HEART NECKLACE,6.25,6.25,6.25,27,168.75,16,5.81,5.88,7.27,6.32,-1.1, Competitive — Monitor
90129C,GREEN GLASS TASSLE BAG CHARM,2.0922222222222224,1.66,2.95,75,168.6,36,1.83,2.12,2.41,2.12,-1.3, Competitive — Monitor
90019A,SILVER M.O.P ORBIT BRACELET,5.3324,4.95,5.63,32,168.52,25,4.87,5.32,5.79,5.33,0.0, Competitive — Monitor
90201D,GREEN ENAMEL FLOWER RING,2.9625925925925922,2.95,3.03,57,168.49,27,2.69,3.02,3.37,3.03,-2.2, Competitive — Monitor
85205A,IVORY FELT EASTER RABBIT GARLAND,2.44375,0.0,2.55,47,168.29999999999998,22,2.28,2.25,2.78,2.44,0.2, Competitive — Monitor
21372,MIRRORED WALL ART TABLE LAMP,3.7954999999999997,0.85,6.04,83,168.12,19,3.57,3.61,4.26,3.81,-0.4, Competitive — Monitor
90036A,FLOWER GARLAND NECKLACE RED,8.019375,7.95,8.24,21,168.06,16,6.83,8.01,9.08,7.97,0.6, Competitive — Monitor
21401,BLUE PUDDING SPOON,0.4878571428571428,0.42,0.85,392,167.88,41,0.45,0.52,0.55,0.51,-4.3, Competitive — Monitor
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,1.2446153846153847,0.85,1.66,166,167.01999999999998,38,1.06,1.22,1.41,1.23,1.2, Competitive — Monitor
84660B,BLACK STITCHED WALL CLOCK,4.878571428571429,3.75,7.78,38,166.2,21,4.41,4.82,5.65,4.96,-1.6, Competitive — Monitor
90146,FINE SILVER NECKLACE W PASTEL FLOWE,7.581428571428572,7.5,8.07,22,166.14,13,6.66,7.84,8.09,7.53,0.7, Competitive — Monitor
90085,CRYSTAL STILETTO PHONE CHARM,1.0204166666666665,0.0,1.7,66,165.59,24,0.9,1.04,1.19,1.04,-1.9, Competitive — Monitor
90201C,RED ENAMEL FLOWER RING,2.9624,2.95,3.03,56,165.52,25,2.62,2.87,3.17,2.89,2.5, Competitive — Monitor
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,2.805769230769231,1.69,4.3,71,165.46,26,2.56,2.77,2.97,2.77,1.3, Competitive — Monitor
22915,ASSORTED BOTTLE TOP  MAGNETS ,2.1847619047619045,0.36,5.06,309,164.34,21,1.93,2.09,2.61,2.21,-1.1, Competitive — Monitor
21370,MIRRORED WALL ART FOXY,8.300714285714285,1.25,13.0,40,164.01,14,7.66,8.92,9.91,8.83,-6.0, Competitive — Monitor
22975,SPACEBOY CHILDRENS EGG CUP,1.708181818181818,1.25,2.51,118,163.88,22,1.52,1.61,1.81,1.65,3.5, Competitive — Monitor
21095,SET/6 POSIES PAPER PLATES,0.9882758620689656,0.0,1.66,318,162.64,28,0.85,0.97,1.1,0.97,1.9, Competitive — Monitor
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,2.4738888888888884,0.85,5.06,143,162.6,18,2.3,2.29,2.67,2.42,2.2, Competitive — Monitor
90115,SUMMER BUTTERFLIES BAG CHARM,2.679090909090909,0.0,5.06,36,162.0,33,2.35,2.56,3.01,2.64,1.5, Competitive — Monitor
85130B,BEADED CRYSTAL HEART GREEN LARGE,2.6636363636363636,1.65,3.43,78,161.26,22,2.38,2.78,3.13,2.76,-3.5, Competitive — Monitor
21353,SILVER SLEIGHBELL  WREATH,7.359090909090909,0.0,17.35,-116,160.45,11,6.76,7.01,8.78,7.52,-2.1, Competitive — Monitor
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,0.8852173913043478,0.0,1.52,88,160.37,45,0.78,0.83,1.01,0.87,1.7, Competitive — Monitor
21373,MIRRORED WALL ART SNOWFLAKES,2.5535714285714284,0.85,6.04,124,159.85,14,2.18,2.54,2.82,2.51,1.7, Competitive — Monitor
90159,COTE D'AZURE NECKLACE,4.976,4.95,5.2,32,158.79000000000002,15,4.42,4.59,5.68,4.9,1.6, Competitive — Monitor
90155,RESIN NECKLACE W PASTEL BEADS,7.574285714285714,7.5,7.81,21,158.54,14,7.15,7.07,8.31,7.51,0.9, Competitive — Monitor
82587,TEXRIO TOMATOES CANDLE+CUP,1.37375,0.0,2.51,43,158.03,43,1.26,1.44,1.63,1.44,-4.6, Competitive — Monitor
20693,FLORAL DINOSAUR GREEN,4.666190476190477,0.0,8.65,3,157.64000000000001,21,4.28,4.87,5.51,4.89,-4.6, Competitive — Monitor
21306,SET/4 DAISY MIRROR MAGNETS,2.0955555555555554,0.38,3.36,190,157.62,27,1.91,2.23,2.38,2.17,-3.4, Competitive — Monitor
16052,TEATIME PUSH DOWN RUBBER,0.54,0.0,0.86,1027,157.62,25,0.47,0.57,0.59,0.54,0.0, Competitive — Monitor
21489,BLUE WHITE SCARF HOT WATER BOTTLE,4.638888888888889,0.0,8.65,-3,157.60000000000002,18,4.14,4.77,5.07,4.66,-0.5, Competitive — Monitor
90094,NECKLACE+BRACELET SET FRUIT SALAD ,2.4427586206896548,0.0,2.55,158,157.01999999999998,27,2.26,2.27,2.58,2.37,3.1, Competitive — Monitor
17178,FLAT PALM T-LIGHT HOLDER,1.1865384615384615,0.0,1.25,129,156.65,25,1.02,1.24,1.39,1.22,-2.7, Competitive — Monitor
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,1.3641666666666667,0.42,1.45,142,156.45999999999998,12,1.2,1.44,1.52,1.39,-1.9, Competitive — Monitor
37491C,GREEN/BLUE CERAMIC CANDLE HOLDER,1.9663636363636363,0.0,3.36,70,155.97,10,1.73,2.06,2.16,1.98,-0.7, Competitive — Monitor
90081C,LILY BROOCH OLIVE COLOUR,5.0640909090909085,4.95,5.2,31,155.96,22,4.52,5.07,5.68,5.09,-0.5, Competitive — Monitor
90019C,SILVER BLACK ORBIT BRACELET,5.1826923076923075,0.0,5.63,3,155.67,26,4.91,4.96,6.08,5.32,-2.6, Competitive — Monitor
85166A,WHITE METAL BAROQUE PHOTO FRAME,3.991333333333334,0.0,7.78,41,155.15,15,3.42,4.21,4.27,3.97,0.5, Competitive — Monitor
90065B,BLACK VINT ART DEC CRYSTAL BRACELET,6.590588235294118,0.0,7.37,-3,154.87,15,5.94,6.83,7.77,6.85,-3.8, Competitive — Monitor
47504H,ENGLISH ROSE SPIRIT LEVEL ,3.9976,1.95,7.78,53,154.54,25,3.47,4.31,4.74,4.17,-4.1, Competitive — Monitor
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,2.384137931034483,0.0,5.06,-80,154.23,27,2.26,2.25,2.84,2.45,-2.7, Competitive — Monitor
90024B,NEW BAROQUE B'FLY NECKLACE RED,8.527058823529412,8.49,8.68,18,153.46,16,7.34,8.15,9.46,8.32,2.5, Competitive — Monitor
90042A,FRESHWATER PEARL BRACELET GOLD,2.4746875,0.0,2.59,50,153.14,32,2.2,2.36,2.68,2.41,2.7, Competitive — Monitor
90013D,PURPLE VINTAGE EARRINGS,3.6959999999999997,0.0,4.24,28,152.94,15,3.41,3.87,4.09,3.79,-2.5, Competitive — Monitor
